institution_id,institution_name,institution_country
789,International Lab for Astrophysics,Sweden
790,Center for Advanced Astronomy,USA
791,Global Research Center of Geoscience,Finland
792,International Lab for Space Exploration,Switzerland
793,National Institute of Geochemistry,UK
794,College of Planetary Science,Switzerland
795,Center for Advanced Cosmic Research,UK
796,National Institute of Cosmic Research,Belgium
797,University of Meteorite Studies,Spain
798,University of Planetary Science,Switzerland
799,Global Research Center of Astrophysics,Germany
800,Academy of Meteorite Studies,Switzerland
801,College of Astrophysics,Belgium
802,Royal Institute of Astrophysics,Canada
803,National Institute of Geochemistry,Italy
804,University of Geoscience,Norway
805,College of Geoscience,Spain
806,International Lab for Space Exploration,USA
807,Academy of Geology,Finland
808,College of Space Exploration,Belgium
809,International Lab for Astrophysics,Australia
810,International Lab for Geoscience,Austria
811,Academy of Planetary Science,Germany
812,National Institute of Cosmic Research,Canada
813,International Lab for Meteorite Studies,Sweden
814,Royal Institute of Space Exploration,France
815,National Institute of Astronomy,Brazil
816,Center for Advanced Space Exploration,India
817,National Institute of Meteorite Studies,Germany
818,Global Research Center of Astrophysics,Denmark
819,International Lab for Geoscience,USA
820,National Institute of Space Exploration,Belgium
821,National Institute of Space Exploration,Sweden
822,University of Cosmic Research,Norway
823,International Lab for Geoscience,Belgium
824,College of Geochemistry,Australia
825,International Lab for Meteorite Studies,Canada
826,Academy of Cosmic Research,India
827,Center for Advanced Meteorite Studies,Germany
828,Global Research Center of Astrophysics,India
829,International Lab for Cosmic Research,Finland
830,National Institute of Space Exploration,India
831,College of Geology,Austria
832,College of Geology,France
833,Global Research Center of Cosmic Research,USA
834,International Lab for Space Exploration,Austria
835,International Lab for Space Exploration,Denmark
836,Royal Institute of Astrophysics,Austria
837,Global Research Center of Cosmic Research,Spain
838,College of Geology,Spain
839,Global Research Center of Astrophysics,Spain
840,Academy of Geology,Switzerland
841,College of Space Exploration,Sweden
842,Academy of Astrophysics,Italy
843,National Institute of Planetary Science,Switzerland
844,Global Research Center of Geochemistry,USA
845,Center for Advanced Planetary Science,Denmark
846,Academy of Geoscience,Norway
847,Center for Advanced Meteorite Studies,Brazil
848,College of Cosmic Research,Canada
849,International Lab for Astrophysics,Germany
850,Center for Advanced Geology,Switzerland
851,International Lab for Geochemistry,Netherlands
852,International Lab for Geochemistry,UK
853,Royal Institute of Geochemistry,Austria
854,National Institute of Geoscience,China
855,Royal Institute of Meteorite Studies,Austria
856,University of Astrophysics,Spain
857,International Lab for Geoscience,USA
858,National Institute of Cosmic Research,China
859,College of Geology,Italy
860,International Lab for Geology,Switzerland
861,Global Research Center of Space Exploration,USA
862,Center for Advanced Geoscience,Brazil
863,International Lab for Geoscience,France
864,Global Research Center of Space Exploration,Brazil
865,Royal Institute of Geology,Japan
866,Center for Advanced Space Exploration,Finland
867,National Institute of Geology,Denmark
868,Royal Institute of Geoscience,Brazil
869,University of Geoscience,USA
870,Royal Institute of Geoscience,Australia
871,College of Geochemistry,Australia
872,Global Research Center of Space Exploration,Belgium
873,International Lab for Geology,China
874,International Lab for Meteorite Studies,Australia
875,International Lab for Astrophysics,USA
876,College of Geology,Switzerland
877,International Lab for Astrophysics,USA
878,College of Planetary Science,India
879,National Institute of Geoscience,Belgium
880,Global Research Center of Space Exploration,Spain
881,College of Geology,France
882,Academy of Geology,Netherlands
883,Royal Institute of Astrophysics,Austria
884,International Lab for Geoscience,Italy
885,Royal Institute of Geology,Austria
886,Global Research Center of Cosmic Research,Austria
887,National Institute of Meteorite Studies,Spain
888,National Institute of Planetary Science,Brazil
889,National Institute of Meteorite Studies,Italy
890,Global Research Center of Geochemistry,Sweden
891,International Lab for Meteorite Studies,Switzerland
892,International Lab for Astrophysics,Australia
893,Center for Advanced Geochemistry,Australia
894,Global Research Center of Geology,Brazil
895,Global Research Center of Meteorite Studies,Spain
896,Center for Advanced Astronomy,Italy
897,University of Geology,Canada
898,College of Astrophysics,Belgium
899,Center for Advanced Astrophysics,Finland
900,International Lab for Geology,Finland
901,Global Research Center of Geoscience,Switzerland
902,University of Planetary Science,Brazil
903,University of Cosmic Research,China
904,Academy of Meteorite Studies,Denmark
905,Center for Advanced Geochemistry,Netherlands
906,National Institute of Geoscience,India
907,Royal Institute of Geochemistry,UK
908,Center for Advanced Geochemistry,Japan
909,International Lab for Geoscience,China
910,Academy of Astronomy,Denmark
911,Academy of Space Exploration,Germany
912,Center for Advanced Geoscience,China
913,College of Space Exploration,Austria
914,International Lab for Meteorite Studies,Austria
915,Global Research Center of Planetary Science,Japan
916,University of Space Exploration,Belgium
917,Academy of Geochemistry,Australia
918,Royal Institute of Cosmic Research,Brazil
919,Academy of Geochemistry,France
920,Global Research Center of Astrophysics,UK
921,Academy of Meteorite Studies,Canada
922,College of Meteorite Studies,Spain
923,College of Astrophysics,Finland
924,Global Research Center of Cosmic Research,Norway
925,International Lab for Geology,Germany
926,National Institute of Astrophysics,Netherlands
927,Academy of Space Exploration,Denmark
928,Center for Advanced Space Exploration,Switzerland
929,University of Geoscience,Denmark
930,Royal Institute of Geoscience,Belgium
931,International Lab for Planetary Science,Norway
932,College of Geology,India
933,Royal Institute of Cosmic Research,Spain
934,Global Research Center of Geology,Spain
935,University of Astronomy,France
936,Center for Advanced Astronomy,France
937,Global Research Center of Geology,Denmark
938,University of Astrophysics,Japan
939,Global Research Center of Cosmic Research,Australia
940,Academy of Geoscience,Italy
941,Academy of Geoscience,Italy
942,Global Research Center of Astronomy,Sweden
943,Academy of Planetary Science,Norway
944,National Institute of Geoscience,USA
945,College of Geology,Germany
946,Global Research Center of Planetary Science,Netherlands
947,Center for Advanced Astronomy,USA
948,Royal Institute of Geoscience,Norway
949,Global Research Center of Geology,Germany
950,College of Astrophysics,Germany
951,National Institute of Geoscience,Spain
952,Royal Institute of Cosmic Research,Canada
953,International Lab for Meteorite Studies,Canada
954,National Institute of Geochemistry,Switzerland
955,University of Meteorite Studies,Denmark
956,Royal Institute of Planetary Science,Canada
957,International Lab for Geology,Japan
958,National Institute of Geoscience,Canada
959,National Institute of Astrophysics,Italy
960,International Lab for Space Exploration,Canada
961,College of Cosmic Research,Germany
962,College of Geochemistry,Austria
963,Academy of Astronomy,Brazil
964,College of Geochemistry,Austria
965,College of Astrophysics,Brazil
966,University of Planetary Science,Finland
967,International Lab for Geoscience,China
968,Center for Advanced Geoscience,Netherlands
969,University of Space Exploration,Spain
970,Global Research Center of Astrophysics,Switzerland
971,International Lab for Space Exploration,Belgium
972,Global Research Center of Geology,Germany
973,University of Geoscience,USA
974,Academy of Planetary Science,UK
975,University of Astrophysics,Netherlands
976,Academy of Geochemistry,Norway
977,International Lab for Astrophysics,Germany
978,Global Research Center of Cosmic Research,Germany
979,Academy of Geoscience,Netherlands
980,College of Meteorite Studies,Belgium
981,Royal Institute of Astrophysics,Switzerland
982,National Institute of Cosmic Research,Norway
983,College of Astronomy,China
984,National Institute of Astrophysics,France
985,Center for Advanced Astronomy,Brazil
986,Global Research Center of Geoscience,USA
987,Global Research Center of Astronomy,Australia
988,Center for Advanced Space Exploration,Netherlands
989,Academy of Meteorite Studies,Italy
990,Global Research Center of Cosmic Research,France
991,University of Space Exploration,Norway
992,Academy of Geochemistry,Germany
993,Academy of Geoscience,Finland
994,Center for Advanced Geochemistry,Italy
995,University of Geology,Switzerland
996,Global Research Center of Space Exploration,Australia
997,Academy of Geoscience,Switzerland
998,National Institute of Planetary Science,Netherlands
999,University of Astronomy,USA
1000,College of Astronomy,Finland
1001,Royal Institute of Astrophysics,Canada
1002,Global Research Center of Astronomy,Belgium
1003,International Lab for Planetary Science,Spain
1004,College of Astrophysics,Spain
1005,Academy of Geoscience,Switzerland
1006,Royal Institute of Geoscience,Netherlands
1007,University of Meteorite Studies,China
1008,University of Astrophysics,Germany
1009,Center for Advanced Cosmic Research,Brazil
1010,Royal Institute of Geoscience,Belgium
1011,Center for Advanced Astronomy,Italy
1012,College of Cosmic Research,Switzerland
1013,Academy of Planetary Science,Denmark
1014,Royal Institute of Geology,Japan
1015,College of Meteorite Studies,USA
1016,International Lab for Astronomy,China
1017,Royal Institute of Astronomy,Spain
1018,University of Astrophysics,Brazil
1019,National Institute of Planetary Science,Netherlands
1020,College of Astrophysics,Finland
1021,University of Meteorite Studies,India
1022,National Institute of Astronomy,China
1023,International Lab for Space Exploration,Denmark
1024,National Institute of Geoscience,Netherlands
1025,Global Research Center of Astrophysics,Germany
1026,University of Astrophysics,Canada
1027,College of Cosmic Research,India
1028,Royal Institute of Astrophysics,Spain
1029,Royal Institute of Geology,India
1030,College of Geoscience,Japan
1031,Global Research Center of Geoscience,Canada
1032,National Institute of Meteorite Studies,Denmark
1033,Center for Advanced Space Exploration,Norway
1034,National Institute of Geochemistry,Italy
1035,College of Geology,Brazil
1036,Center for Advanced Cosmic Research,France
1037,National Institute of Meteorite Studies,Brazil
1038,University of Planetary Science,Spain
